,labels
131088,-1
69007,-1
197748,-1
60702,-1
116723,0
189852,-1
180325,-1
83501,-1
137120,-1
66479,1
42498,-1
55950,-1
170107,0
189426,-1
27407,-1
13836,0
174873,-1
84365,-1
200841,0
75089,0
1030,-1
138274,0
47302,0
10521,0
73613,-1
148732,1
206466,0
205397,-1
200112,-1
24040,0
61680,-1
24230,0
90784,-1
73190,-1
119832,-1
195061,-1
160085,0
183098,0
104798,1
23751,-1
211183,1
207185,-1
154587,0
48253,-1
216576,-1
46524,-1
111616,-1
65660,-1
182676,1
14625,-1
33766,-1
111226,0
44742,-1
75474,1
78717,-1
131367,0
57440,-1
72347,1
218051,-1
213398,1
16831,1
212882,-1
8044,-1
208398,-1
21813,-1
77018,-1
33987,-1
143705,1
165868,1
137511,-1
8054,1
153989,0
159256,-1
208899,-1
8959,0
196944,0
75554,-1
13676,-1
127423,-1
88793,0
190956,-1
208957,-1
204515,-1
165744,1
173495,0
84864,0
118762,0
174915,1
206179,1
187788,-1
65268,0
67977,-1
38924,-1
205628,1
179972,-1
217225,0
33347,0
202275,1
59576,-1
13541,1
28061,1
165022,-1
166733,-1
23121,-1
209372,1
178246,0
80587,-1
29609,0
125997,0
52548,0
53327,-1
110819,-1
97121,-1
109742,0
72375,1
3140,-1
28743,1
17382,1
40714,-1
177402,1
4887,-1
14792,1
100177,0
92441,0
64058,-1
93599,0
78302,1
164822,0
202090,1
169486,0
116982,-1
120637,-1
120530,1
136736,-1
156306,0
21582,1
48273,0
148666,0
5336,0
85287,-1
126113,0
155868,-1
32031,-1
169423,0
37442,-1
164416,1
5929,0
184159,-1
60512,0
163910,1
155455,-1
180836,0
142430,1
108462,-1
157563,1
215220,1
142289,-1
175937,0
211135,0
188647,0
136719,0
74412,-1
98073,0
101698,1
70303,1
179952,0
60364,1
36821,-1
129949,-1
150844,1
104953,0
10097,-1
65003,-1
62715,1
37415,-1
52130,1
173683,-1
187138,-1
205165,0
169459,-1
83303,-1
182341,1
79129,1
7037,1
158132,-1
98241,0
152299,-1
16339,-1
199337,-1
92880,1
174049,-1
77879,-1
71919,1
83139,0
72929,1
92267,-1
190321,-1
181812,0
160663,1
117816,-1
185650,-1
159797,1
446,1
76833,-1
75685,-1
13072,-1
206731,0
135153,1
63949,0
187890,1
23512,1
197079,-1
77717,-1
147515,-1
127885,-1
203287,-1
39958,0
15532,0
92279,-1
165517,1
20091,0
52871,1
168234,-1
56676,-1
133132,-1
8419,-1
173265,-1
4890,0
150755,-1
153345,-1
194461,-1
204781,1
54661,-1
34395,0
64249,1
81623,-1
10230,-1
196981,-1
182465,1
22281,0
7083,1
165994,-1
194992,-1
136372,0
114280,0
181228,-1
159239,-1
40798,-1
216328,0
218903,0
81351,-1
85266,-1
6104,0
207164,1
99194,1
156541,0
158617,-1
37752,1
71398,-1
209545,0
90658,-1
74701,1
115466,-1
28991,1
175779,0
128816,-1
110309,-1
88616,0
151226,1
20079,-1
136177,-1
204757,-1
175589,0
202009,-1
6717,0
166235,1
161078,1
71204,-1
115948,1
116103,0
202421,0
51664,1
153986,1
161406,-1
187137,0
29979,0
97896,1
4174,1
175650,0
110028,-1
158234,-1
104506,-1
187916,-1
6584,1
183589,-1
189732,-1
98368,-1
129304,-1
123944,-1
66861,0
69991,0
173711,-1
96285,1
41916,0
38121,1
131998,-1
208392,1
199736,1
111296,-1
164984,0
213493,-1
15044,0
97336,1
11425,1
144154,1
94221,-1
148416,0
52477,-1
172586,1
97072,1
173940,1
17267,-1
105725,1
41327,-1
26976,0
84898,-1
3129,-1
149217,0
4252,-1
169278,-1
192316,-1
155911,-1
86589,0
155011,0
104398,1
22851,0
58245,0
172071,0
131170,1
177742,1
170255,1
216404,1
30911,0
25694,-1
78985,0
210714,1
191276,0
147339,-1
3804,-1
179666,-1
162159,-1
24434,-1
94335,0
132914,0
101699,1
148948,-1
170629,0
84236,-1
141684,-1
86579,1
65943,-1
200763,1
216287,1
38626,-1
194487,-1
122382,1
122137,-1
34135,0
189508,-1
54019,-1
67531,1
101944,0
198318,1
145287,0
116926,0
62452,0
143051,0
150997,-1
25324,-1
189140,-1
169415,-1
57585,0
56319,-1
169401,-1
70720,1
61814,-1
38543,-1
45550,-1
42205,1
175952,-1
163269,0
78534,0
82824,-1
129596,1
35099,-1
11280,0
135799,-1
194436,0
144145,-1
212387,-1
90698,-1
16762,0
129249,1
115664,0
23775,1
214477,-1
139008,-1
154537,-1
216581,-1
209503,-1
134797,-1
108990,0
180683,1
161745,-1
33852,1
7182,-1
120253,-1
103361,0
75374,0
175879,-1
70154,1
32753,1
5088,1
23318,-1
37245,-1
107557,-1
125399,1
98495,-1
97839,0
115593,0
73812,1
4244,1
189022,1
135848,0
24752,-1
216129,-1
153689,-1
141966,1
29890,-1
125937,-1
119884,1
44563,0
57218,-1
115469,0
25781,-1
39315,1
89926,-1
111700,0
132725,-1
18090,-1
81712,-1
127985,1
52459,-1
176067,0
213588,1
47413,-1
70140,-1
198647,-1
98131,-1
53787,-1
65098,-1
30178,-1
45470,-1
58800,-1
102049,-1
91825,1
19406,1
30395,-1
9209,0
208375,-1
97505,-1
19807,1
53131,0
197857,-1
171234,-1
131650,1
145356,-1
562,-1
182234,1
18539,-1
25356,-1
169518,-1
4363,1
10658,1
104080,0
115406,1
162681,-1
150155,0
148859,-1
182259,0
37651,0
128656,-1
68958,1
89772,0
87505,1
55985,-1
143372,-1
181242,1
152275,-1
87626,-1
145135,-1
207110,-1
8736,-1
165754,-1
168514,1
156768,1
35179,-1
116269,-1
76590,0
131891,0
217640,1
39281,1
90779,1
115442,-1
97408,0
199865,0
134768,-1
11743,0
180303,0
48298,-1
173237,1
145651,-1
165779,-1
114181,0
71238,1
122701,-1
97721,-1
20989,-1
185104,-1
153967,1
19697,-1
138661,1
199250,1
51759,0
29975,1
136950,-1
186949,0
210360,1
147088,-1
168679,-1
170928,0
18257,-1
130680,0
14704,-1
28829,0
9144,0
48252,0
169602,-1
116658,-1
112667,-1
121940,-1
75310,-1
124832,-1
16195,-1
211281,-1
204145,1
111502,-1
120455,1
4154,-1
160958,0
109245,-1
105726,-1
191077,-1
117635,-1
128348,1
218756,1
98260,-1
124821,-1
14757,-1
111232,-1
80943,-1
17641,0
196408,-1
37978,0
109302,-1
166491,-1
6435,-1
10903,1
21098,1
116376,-1
125925,-1
61172,0
25447,-1
90589,-1
156798,1
157257,-1
169445,-1
26095,0
80607,-1
50947,-1
38193,0
215393,0
19054,1
50059,-1
208403,-1
65365,0
83830,1
192098,-1
30852,-1
57285,-1
113358,-1
161045,-1
24429,-1
102124,-1
20285,-1
64306,1
22267,1
138167,1
138536,0
44251,1
127126,0
102504,-1
192653,-1
205273,-1
90665,0
84002,0
202546,1
96893,-1
94494,-1
73897,1
130259,-1
72282,0
202331,-1
147433,-1
117986,1
27522,-1
96850,0
35309,-1
150801,1
53110,0
175579,1
94392,-1
161813,-1
53419,0
28780,0
147301,1
205490,0
64330,1
94112,1
125244,-1
53412,0
102973,0
89996,0
81239,0
10578,-1
102028,-1
131339,1
210603,-1
133904,0
1182,0
82815,1
132021,1
131502,1
199462,0
133432,0
127261,-1
136758,-1
65221,-1
31998,0
185050,0
9812,-1
202343,1
102450,1
182288,0
217214,-1
43396,-1
126232,0
64955,-1
169018,-1
89225,-1
130300,0
73404,0
105223,-1
76622,0
134600,1
43881,-1
144817,-1
98299,1
30863,-1
92012,-1
5944,-1
110296,0
67892,-1
180444,-1
16165,1
29089,0
23967,-1
59678,1
37032,1
172168,-1
153347,-1
97940,-1
206727,0
207550,1
184696,1
169306,-1
187084,1
147428,-1
88764,-1
81051,0
187101,-1
63298,1
94275,-1
49269,-1
101155,-1
63202,-1
18624,0
84678,-1
26409,1
211171,1
189739,-1
54717,-1
148111,-1
31340,0
133862,-1
133834,1
104553,0
35545,1
200367,0
134781,-1
123201,0
26528,-1
176158,0
132286,0
113247,-1
152616,1
84136,0
67984,0
213621,-1
70392,0
67273,-1
104359,1
100097,-1
58924,-1
204624,-1
163875,-1
190777,-1
195847,1
156074,0
50041,0
82603,0
199103,0
102087,-1
46384,-1
192139,1
189902,1
26848,1
8927,0
15951,-1
156440,-1
78398,-1
146435,1
184803,1
151494,-1
188942,0
132916,-1
142387,-1
28824,-1
169427,1
206021,1
202364,-1
21477,0
184237,0
193245,-1
167166,0
31111,-1
177255,1
98749,-1
55650,1
59842,-1
204530,0
20714,-1
159961,-1
122973,-1
56144,-1
73782,0
183975,-1
99880,1
41502,-1
158846,1
165540,-1
125247,-1
166620,1
114739,0
63516,-1
88930,-1
32673,1
12870,-1
146249,0
158733,1
149015,1
132677,-1
96439,-1
74456,-1
186434,-1
43318,0
80786,-1
84632,1
194696,-1
183946,1
37544,1
92655,0
21320,-1
205281,-1
213840,-1
209751,0
75344,-1
30665,-1
61633,-1
109673,-1
169760,-1
82120,-1
207884,0
116550,-1
130274,-1
158300,1
161002,0
196941,-1
80858,-1
143002,1
55507,-1
94762,-1
148761,0
54581,0
153608,-1
198472,0
173959,0
32127,-1
82231,-1
127729,-1
169588,1
158568,-1
187385,-1
134025,-1
169218,-1
147635,-1
145235,0
103832,-1
141863,-1
203040,-1
9606,1
118860,-1
160845,1
132082,1
209693,0
95812,1
141098,-1
64158,0
123837,-1
127163,-1
31305,0
197806,-1
130980,1
46952,-1
175511,0
73954,1
173338,-1
21346,1
114984,0
191880,1
73255,-1
185918,-1
68257,1
170016,-1
33491,-1
217806,1
166578,-1
110797,0
42867,-1
184838,1
193297,1
86542,-1
157542,-1
105069,-1
181427,0
216007,0
202604,-1
87455,-1
23619,-1
10198,0
101443,0
164431,-1
113410,0
14402,-1
89796,-1
28066,-1
66769,-1
29240,1
176263,0
113215,-1
8103,1
82693,-1
131230,-1
55734,1
27538,0
2776,-1
67761,1
25883,1
134032,0
165602,0
45772,-1
109960,1
152978,-1
63792,1
190577,0
187814,-1
211879,-1
143247,1
30944,-1
203434,1
170133,1
202243,-1
153394,1
175557,0
159686,-1
209076,-1
67608,-1
84240,0
125255,-1
217893,1
65430,-1
3538,-1
211896,0
72214,-1
109169,-1
28382,-1
47432,-1
38527,-1
139702,-1
51043,1
18380,1
176985,-1
93794,-1
317,1
89923,0
59064,-1
56343,1
53642,-1
210690,-1
212733,-1
53684,-1
72965,0
24645,-1
57177,1
131402,0
11567,-1
25700,0
23458,-1
215031,1
118545,-1
36950,1
114860,0
11407,-1
180262,1
158048,0
182708,-1
179897,-1
30115,-1
208763,-1
115171,1
190985,-1
38770,-1
103639,0
32999,0
29776,1
201822,1
118720,0
216141,1
171388,-1
55359,-1
83217,0
128999,-1
30709,-1
167945,1
77743,0
25802,-1
4699,1
63233,-1
81419,-1
146571,-1
208525,-1
174355,0
193910,1
6237,0
1866,-1
31576,0
160427,-1
217551,1
103461,-1
28354,-1
216507,-1
177891,1
147566,0
91539,1
186197,-1
78207,-1
202277,1
179231,-1
5471,0
134861,1
131080,-1
133366,0
69091,-1
212252,1
112567,0
151332,1
102196,0
51708,0
169208,-1
63383,-1
184102,-1
53299,-1
162401,1
510,1
192314,-1
111397,0
50881,1
16017,-1
139746,0
191107,1
7496,0
69557,1
7068,-1
167112,1
159672,-1
171047,-1
17849,-1
190172,0
66517,0
90309,-1
56340,1
140066,-1
46139,-1
94995,-1
22344,0
30643,1
177908,-1
161470,-1
130308,-1
47087,-1
141596,-1
212247,1
179073,-1
206890,-1
126983,1
87240,-1
20376,1
163341,-1
77925,-1
10925,1
58162,1
91002,-1
206851,-1
173729,-1
83239,-1
216338,-1
150739,0
56838,-1
215469,1
94972,1
19745,0
106590,0
45593,0
135040,-1
91059,0
106272,-1
7794,-1
172709,0
8889,1
206565,1
164826,-1
121027,-1
171795,0
37273,-1
211731,-1
193338,1
165717,1
3383,1
196059,-1
5245,-1
15694,-1
207562,-1
30608,-1
194569,0
149758,-1
90576,0
219207,-1
39301,0
163108,-1
207399,-1
144127,-1
54303,-1
41148,1
97918,-1
95664,-1
50053,-1
133467,1
113736,0
159091,-1
181130,-1
10408,1
174176,0
862,1
154693,1
174289,0
120200,1
70993,-1
33334,1
127140,0
94232,-1
110075,0
188010,-1
183809,-1
218585,-1
45937,0
87305,1
70900,-1
115416,1
46462,-1
210429,-1
83812,-1
55747,0
77569,-1
163440,0
135359,1
83806,0
151380,-1
20909,1
171354,1
30127,-1
8827,0
158656,1
160118,1
157697,1
30515,-1
186118,0
72617,-1
191319,-1
72580,-1
183091,1
169975,-1
24885,1
71129,0
147400,0
37811,-1
141206,0
183440,1
217013,0
119225,-1
149191,-1
44181,0
106872,-1
156081,1
36920,-1
11157,-1
105091,-1
110332,0
73893,0
79844,-1
110093,1
19264,1
66787,1
48780,-1
84348,0
149182,-1
69564,0
190213,-1
157734,0
207410,0
110548,-1
124646,-1
182038,-1
17991,1
67795,-1
42434,-1
106621,-1
79801,1
197750,1
146499,-1
133067,-1
214289,-1
4033,0
72970,-1
77398,-1
176090,-1
205946,0
5525,-1
117077,-1
5792,0
119295,1
109959,-1
129190,0
83095,-1
214476,0
76261,-1
68126,-1
766,0
18374,0
195168,1
208631,-1
130871,1
84209,-1
86829,-1
140242,-1
132459,-1
51881,1
190547,1
72161,-1
170146,0
127121,-1
88510,-1
43810,1
89036,-1
216451,0
38369,0
183131,1
168803,-1
179305,0
198043,-1
177267,-1
39785,0
75860,0
78659,-1
41028,-1
4106,0
175013,0
184118,1
66506,-1
140755,-1
156558,-1
196702,-1
49653,-1
137884,-1
59635,-1
131571,-1
197632,1
92331,0
199807,-1
120894,1
182849,-1
72875,0
108226,0
21587,-1
48987,-1
164121,-1
66568,-1
62483,-1
52053,1
27696,1
131884,1
85664,1
191225,1
98578,-1
217453,-1
79945,-1
218515,1
112120,1
58177,-1
41293,-1
71411,-1
58083,1
196432,-1
167764,1
87215,-1
56529,0
53554,-1
75091,0
48683,0
38455,0
7141,-1
77377,-1
72354,1
128954,-1
157556,1
85159,-1
206485,-1
64592,-1
158706,-1
4663,-1
18218,0
21575,1
192658,-1
101286,-1
48074,0
51731,0
170440,1
218066,0
9380,-1
176705,-1
33067,0
188066,1
48769,0
19666,0
102788,-1
90584,0
136630,-1
30251,0
178413,0
30162,1
65761,-1
16391,1
167997,-1
13320,-1
88639,0
130796,0
54938,0
145355,-1
211217,0
215431,0
188682,1
110120,-1
69411,0
93592,1
137728,-1
138857,1
139515,-1
187998,-1
204567,-1
31990,-1
64259,1
216180,1
29286,1
192106,0
146987,-1
26135,0
164578,0
96248,-1
104802,1
23035,0
21417,-1
7917,-1
110924,1
167245,1
123991,0
77609,-1
14529,-1
980,0
42049,-1
165264,1
56019,0
41553,1
167903,0
216019,-1
168909,0
23151,1
21579,-1
177065,-1
83678,-1
217658,1
31303,0
83083,1
66592,1
13833,0
217080,-1
77399,1
75262,-1
10980,-1
210368,1
111016,1
146014,0
94504,-1
197917,0
54580,-1
49200,0
91817,-1
169291,-1
190620,1
47222,1
198325,-1
107405,-1
99125,-1
132589,-1
174528,-1
29494,1
153008,0
125130,1
6014,1
128150,-1
108542,-1
59719,-1
126442,1
125675,-1
15706,-1
60074,1
99673,1
214471,-1
94407,-1
23250,-1
99873,0
193009,0
81222,0
126504,0
126250,1
181602,1
198827,0
87360,0
130010,0
212570,-1
88638,-1
104455,-1
101441,1
22894,-1
195807,1
155361,0
123179,-1
26511,0
141231,1
70903,-1
187600,-1
21482,1
181785,1
99559,0
166444,1
126928,-1
140143,-1
13679,-1
119385,-1
150336,-1
171054,1
183984,0
218149,1
127941,-1
199440,0
72821,-1
46929,0
81358,-1
164011,1
205024,1
114597,-1
131840,-1
120031,0
100372,0
202376,0
14490,-1
32407,-1
4628,-1
28203,-1
104920,-1
79085,-1
164179,-1
216380,0
176843,-1
51680,-1
133349,-1
28565,1
30479,-1
53748,-1
48141,-1
155534,1
200922,1
10373,0
59517,0
88288,-1
198042,-1
218329,-1
61199,-1
206430,-1
138751,-1
114887,1
215460,1
160283,-1
88084,-1
124571,-1
42036,1
26427,1
141106,1
160746,1
193599,-1
78657,-1
74535,0
154018,-1
32936,-1
196163,1
181638,1
46616,-1
107319,1
181109,1
17475,0
14232,0
74328,-1
166372,0
201088,-1
2340,-1
58913,1
59825,1
216396,1
107467,-1
5487,1
112730,-1
15074,-1
142619,-1
168992,-1
180569,0
142160,-1
207050,-1
7483,-1
209236,-1
179886,1
51062,-1
15599,-1
46426,1
123960,-1
7059,1
139492,1
153130,1
113155,-1
188253,-1
42450,1
167900,1
17182,-1
44473,1
27996,-1
194512,-1
134862,-1
208825,-1
87802,1
203653,-1
63937,-1
9566,-1
117171,-1
51509,-1
21448,-1
90011,0
76938,0
14609,0
190253,-1
119036,-1
61099,-1
185054,1
219024,1
15820,1
155057,-1
184865,0
203718,1
176525,-1
112974,-1
139782,0
147978,-1
13158,-1
11792,-1
182046,-1
152138,0
86393,-1
59477,-1
108055,0
117869,-1
18872,1
169608,-1
111939,-1
27602,0
49164,-1
64576,1
46020,1
171130,0
67675,-1
54123,-1
9146,0
73727,0
39572,0
86194,1
10880,-1
101071,-1
91720,1
205588,1
137910,-1
203639,-1
61902,0
148912,0
98155,-1
151937,1
201537,0
153353,0
116350,-1
138146,1
29128,1
194094,-1
53927,1
93669,0
58822,0
42671,0
65743,-1
13309,-1
16729,-1
45267,0
14085,-1
130350,-1
216023,0
86961,-1
72744,0
127411,1
107923,-1
58459,-1
55980,1
13419,0
177661,-1
71259,0
180727,1
189188,-1
174274,-1
68579,0
141150,-1
57765,-1
105579,0
22749,-1
170088,0
193253,0
17156,-1
113366,-1
216059,0
50563,0
3204,1
216992,1
186123,0
49412,-1
180400,-1
46582,0
182123,0
92544,-1
94109,1
143762,-1
123121,-1
9181,-1
32092,1
15972,1
217743,1
44364,-1
126064,-1
211982,-1
88804,0
200518,-1
183327,0
76163,0
197502,-1
91094,1
52725,-1
61325,-1
56704,0
207122,-1
157074,0
180197,1
51780,-1
118773,0
84971,-1
197370,1
80070,0
209667,0
111002,0
25978,1
149309,-1
192515,0
27316,-1
131528,1
188905,0
218794,-1
163084,-1
66120,0
152479,-1
168159,1
181160,-1
5199,-1
82140,0
104715,1
49425,0
96723,-1
177226,0
82586,-1
69576,0
147047,-1
134245,0
69606,1
158830,1
201614,0
197108,0
107948,1
175524,1
19872,1
77560,0
165444,0
106250,-1
50158,0
177211,0
133853,0
30423,-1
109645,-1
128040,1
108657,0
16317,-1
109392,-1
72481,-1
179938,-1
133100,-1
173571,1
8062,1
35378,-1
125951,0
213177,1
47236,-1
91329,0
214366,-1
68560,-1
8320,1
72869,-1
123496,1
117929,0
169214,-1
126756,-1
160101,1
176396,-1
62614,1
78453,-1
77490,0
197189,1
145792,1
74896,-1
94502,-1
147124,1
58766,0
129106,1
180316,-1
86376,0
8265,-1
162652,-1
52562,0
148779,0
5954,-1
31495,-1
95389,-1
127114,0
183839,-1
177650,0
91797,-1
191807,-1
178696,1
149625,1
215705,-1
6561,1
3730,1
214469,0
20352,-1
202096,-1
209696,-1
102988,0
61139,1
86429,-1
15685,-1
198496,-1
55051,-1
160959,-1
190718,-1
160354,-1
138443,-1
167685,-1
44368,-1
185196,-1
87574,0
181803,0
48340,-1
194560,0
123724,0
87917,0
170880,1
59639,-1
25066,1
104866,1
106957,-1
139296,-1
6832,1
48724,-1
219017,0
104655,0
186414,1
72019,-1
38437,1
144686,0
169145,-1
175402,1
43083,-1
189017,0
171461,-1
22877,-1
170129,-1
98922,-1
73623,0
145853,-1
155982,-1
151061,-1
168989,1
70003,1
49069,0
54761,-1
212544,-1
54498,-1
11725,1
65998,-1
119919,-1
28808,-1
53727,-1
170660,0
216164,0
22726,-1
99274,-1
150968,-1
108708,1
98160,1
12355,0
91250,1
199196,-1
199346,0
91112,-1
11029,-1
118213,0
203459,0
127383,-1
14463,-1
17132,0
77100,-1
48559,-1
175687,1
77420,-1
129091,1
36281,-1
99023,-1
134064,1
121079,-1
25255,-1
73578,-1
155528,1
178427,0
161710,-1
25085,-1
210420,-1
139165,-1
28336,-1
135980,0
124810,0
138729,-1
112011,-1
54011,1
155529,0
88058,0
117605,-1
91721,1
62881,0
141975,-1
70241,1
14900,0
124608,1
49642,-1
218821,1
84413,-1
152591,-1
218073,0
212448,0
97700,1
2189,-1
206061,1
136807,-1
89775,1
70866,1
133859,1
53458,-1
192601,1
92627,1
69382,-1
216721,-1
127821,-1
63958,-1
131810,0
88584,-1
115221,1
200801,0
60759,-1
133804,-1
76037,-1
210542,0
15831,1
173941,0
102016,-1
192041,0
158941,1
149278,-1
145472,0
206863,-1
154770,-1
42402,0
162150,0
75019,-1
164367,1
93551,-1
69295,-1
154413,1
99263,-1
104454,-1
4811,-1
130574,0
83938,1
101519,0
67729,-1
28543,-1
93955,1
554,1
33620,0
6740,0
127282,0
180721,1
8397,-1
26813,1
194531,-1
79042,0
199447,-1
213961,0
59279,0
169727,1
113138,-1
166478,0
139083,1
19957,1
155043,0
30926,-1
11381,-1
140980,1
175316,1
137865,1
17936,-1
74972,1
156117,1
58347,-1
173736,0
183841,1
144217,1
174568,0
186745,-1
36934,0
210348,-1
157690,-1
45159,0
11048,1
17091,-1
206847,1
85126,0
135081,-1
115889,0
155876,0
11585,0
177929,0
129374,-1
154022,0
154202,-1
60507,0
53706,-1
194356,-1
67702,-1
57661,0
135661,0
166428,0
15333,-1
179944,-1
149067,-1
34305,0
42777,-1
153637,1
8079,-1
210211,1
138170,-1
19869,-1
164057,-1
41816,-1
122175,0
145813,1
41778,-1
120164,-1
5124,1
54516,-1
101485,1
30830,-1
92176,0
59262,-1
126809,1
18619,-1
9673,-1
90923,-1
142701,0
175740,-1
179687,-1
141893,-1
113029,-1
210496,-1
59396,1
44546,-1
130624,-1
54127,-1
85529,-1
135474,1
181736,-1
15279,0
8032,1
47853,-1
133096,0
107907,0
23856,-1
168994,0
36480,1
5417,0
96678,1
147861,-1
150705,0
113004,-1
163319,0
177654,-1
187656,-1
3505,-1
195350,1
46005,-1
213814,-1
146627,1
15782,-1
206532,0
173145,-1
211441,-1
28679,-1
56486,0
2584,-1
33023,0
89720,-1
119354,-1
12078,-1
18920,-1
176080,-1
33898,0
108509,1
211714,1
90910,-1
134559,-1
70314,0
214005,-1
130026,0
82526,1
139790,-1
131987,-1
28349,-1
181766,1
103805,1
169813,-1
134214,-1
28068,1
124200,1
181938,-1
133887,1
70279,0
96821,-1
43186,-1
80721,-1
112570,-1
8793,0
53643,-1
86081,-1
45724,-1
173397,0
43474,-1
110796,-1
26276,-1
1874,0
150182,-1
200897,-1
141494,-1
15722,1
160933,-1
168491,1
59796,1
101153,-1
22721,-1
50994,-1
187537,0
135490,-1
96158,1
66619,-1
110465,-1
198933,1
70078,0
94988,1
99479,1
122287,1
170178,-1
193379,1
104764,-1
35697,-1
122665,1
37194,0
70541,-1
126592,0
47814,-1
203497,1
110783,0
155754,1
197400,-1
101362,-1
170397,-1
68436,0
101758,1
78801,-1
12772,0
62664,1
56445,-1
161588,0
105602,1
159330,-1
33348,-1
93933,1
207939,-1
37870,-1
135095,-1
51864,-1
119323,-1
163467,-1
111421,0
84427,1
162614,-1
209766,1
4007,1
82058,0
56084,1
85268,1
3019,-1
21977,0
199237,-1
28146,-1
16646,1
188592,-1
185811,0
84312,0
204467,-1
93404,1
164755,-1
60213,1
838,-1
38033,0
181961,-1
113008,0
165616,1
161720,1
132389,1
217041,1
100340,-1
79446,-1
21847,1
135557,1
197487,0
122236,-1
43770,-1
95443,-1
47720,0
208194,1
215416,-1
87352,-1
183756,-1
121055,1
21659,-1
9822,-1
86336,-1
146905,-1
174788,-1
63828,-1
49694,0
153197,-1
120276,0
17407,-1
109292,0
217354,1
146489,-1
125625,1
80503,-1
35005,-1
114963,0
113205,-1
30463,0
133819,-1
53503,-1
203955,0
135742,-1
54821,1
115410,0
202835,0
172386,-1
86232,0
97107,1
74919,0
109163,-1
68538,1
189199,0
4222,1
189829,-1
91953,-1
212645,0
127578,-1
14386,0
185739,-1
189957,0
104364,0
185860,1
72971,-1
106224,1
72543,-1
46655,-1
158096,0
17792,-1
107701,1
99461,1
3898,1
116318,0
208220,1
190401,-1
74098,-1
58718,0
74921,1
52334,-1
125440,-1
38711,-1
204461,0
12238,1
164148,-1
113296,-1
150075,1
3431,0
3714,-1
178699,0
19634,0
72955,0
6773,0
183156,-1
73752,-1
105321,-1
143198,-1
117085,1
104104,0
192695,1
200497,1
164611,0
118772,-1
124341,1
162886,-1
126074,-1
184481,1
179606,0
216627,-1
141207,-1
108524,1
83970,-1
44611,1
145150,-1
138836,0
22198,-1
161828,1
204563,-1
77451,1
103129,1
56716,-1
159057,0
193347,-1
94896,-1
149512,-1
23595,0
98094,1
117883,0
62517,0
209018,-1
91746,-1
152289,0
126326,-1
158789,0
86165,-1
215773,1
103,0
3767,-1
118376,-1
102233,0
206259,0
180050,-1
116415,0
15892,-1
48833,0
215384,-1
46636,1
83355,-1
75180,1
116480,-1
199895,1
161330,1
196668,-1
153314,-1
642,1
50225,-1
189719,1
6427,0
82254,-1
117377,1
108244,-1
179407,-1
198753,0
5534,0
118036,-1
182474,-1
48084,1
52395,1
187254,0
132854,1
52185,-1
9663,1
182590,-1
70752,-1
74754,-1
10904,-1
160498,0
200711,-1
193028,-1
121982,-1
83188,0
80485,-1
94146,1
48059,0
136405,1
121601,-1
207908,0
46141,-1
156467,-1
104945,-1
84286,1
206535,1
60144,1
202797,-1
39284,0
128387,1
24785,-1
16377,1
74977,0
149393,-1
64543,-1
104218,-1
122718,1
80549,-1
184766,1
211362,-1
134583,-1
120932,-1
114172,-1
19951,1
212565,-1
167144,-1
137690,1
58423,-1
71273,0
134584,-1
185945,0
40490,-1
116030,-1
130711,0
214569,0
32807,-1
146406,-1
72967,0
52942,-1
121511,-1
78626,1
100363,-1
87907,1
192064,0
35175,-1
50199,-1
66343,-1
56701,1
160146,1
84884,1
156739,-1
115952,1
217755,0
13464,-1
127108,1
15721,-1
178821,-1
200745,-1
149261,1
85452,-1
6937,0
189072,-1
157350,0
30601,1
49385,1
171602,-1
215067,0
5616,0
92802,1
170409,0
41448,-1
33041,1
143829,1
116186,0
94829,-1
73857,-1
126575,-1
12466,-1
44753,1
9510,1
78956,-1
214134,1
93741,-1
141121,-1
136117,1
41265,0
98485,-1
51191,0
154250,-1
207764,-1
196508,-1
23800,0
24516,-1
193315,0
51662,0
117453,0
27496,-1
4292,1
174829,-1
174924,1
53700,1
40872,-1
122059,0
18298,0
168110,-1
178187,-1
93820,-1
162497,0
62536,1
108423,0
138131,1
64563,-1
142756,-1
149052,-1
37301,0
116077,-1
152397,0
56432,1
122331,-1
26130,0
141021,0
203136,-1
54849,1
123420,-1
91980,-1
78724,-1
69182,1
171359,0
19262,1
204628,1
106839,-1
82772,-1
3576,0
1507,0
74471,0
79927,-1
11252,1
